Date,Statement
2010-09-08,"The Bank of Canada today announced that it is raising its target for the overnight rate by one quarter of one percentage point to 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent. The global economic recovery is proceeding but remains uneven, balancing strong activity in emerging market economies with weak growth in some advanced economies. In the United States, the recovery in private demand is being held back by high unemployment and recent indicators suggest a more muted recovery in the near term. Economic activity in Canada was slightly softer in the second quarter than the Bank had expected, although consumption and investment have evolved largely as anticipated. Going forward, consumption growth is expected to remain solid and business investment to rise strongly. Both are being supported by accommodative credit conditions, which have eased in recent weeks mainly owing to sharp declines in global bond yields. The Bank now expects the economic recovery in Canada to be slightly more gradual than it had projected in its July Monetary Policy Report MPR , largely reflecting a weaker profile for U.S. activity. Inflation in Canada has been broadly in line with the Bank's expectations and its dynamics are essentially unchanged. Against this backdrop, the Bank decided to increase its target for the overnight rate to 1 per cent. As a result of monetary policy measures taken since April, financial conditions in Canada have tightened modestly but remain exceptionally stimulative. This is consistent with achieving the 2 per cent inflation target in an environment of significant excess supply in Canada. Any further reduction in monetary policy stimulus would need to be carefully considered in light of the unusual uncertainty surrounding the outlook."
2010-10-19,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent. The global economic recovery is entering a new phase. In advanced economies, temporary factors supporting growth in 2010 such as the inventory cycle and pent up demand have largely run their course and fiscal stimulus will shift to fiscal consolidation over the projection horizon. While the Bank expects that private demand in advanced economies will become sufficiently entrenched to sustain the recovery, the combination of difficult labour market dynamics and ongoing deleveraging in many advanced economies is expected to moderate the pace of growth relative to prior expectations. These factors will contribute to a weaker than projected recovery in the United States in particular. Growth in emerging market economies is expected to ease to a more sustainable pace as fiscal and monetary policies are tightened. Heightened tensions in currency markets and related risks associated with global imbalances could result in a more protracted and difficult global recovery. The economic outlook for Canada has changed. The Bank expects the economic recovery to be more gradual than it had projected in its July Monetary Policy Report , with growth of 3.0 per cent in 2010, 2.3 per cent in 2011, and 2.6 per cent in 2012. This more modest growth profile reflects a more gradual global recovery and a more subdued profile for household spending. With housing activity declining markedly as anticipated and household debt considerations becoming more important, the Bank expects household expenditures to decelerate to a pace closer to the rate of income growth over the projection horizon. Overall, the composition of demand in Canada is expected to shift away from government and household expenditures towards business investment and net exports. The strength of net exports will be sensitive to currency movements, the expected recovery in productivity growth, and the prospects for external demand. Inflation in Canada has been slightly below the Bank s July projection. The recent moderation in core inflation is consistent with the persistence of significant excess supply and a deceleration in the growth of unit labour costs. The Bank judges that the output gap is slightly larger and that the economy will return to full capacity by the end of 2012 rather than the beginning of that year, as had been anticipated in July. The inflation outlook has been revised down and both total CPI and core inflation are now expected to converge to 2 per cent by the end of 2012, as excess supply in the economy is gradually absorbed and inflation expectations remain well anchored. Reflecting all of these factors, the Bank has decided to maintain the target for the overnight rate at 1 per cent. This leaves considerable monetary stimulus in place, consistent with achieving the 2 per cent inflation target in an environment of significant excess supply in Canada. At this time of transition in the global recovery, with a weaker U.S. outlook, constraints beginning to moderate growth in emerging market economies, and domestic considerations that are expected to slow consumption and housing activity in Canada, any further reduction in monetary policy stimulus would need to be carefully considered."
2010-12-07,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent. The global economic recovery is proceeding largely as expected, although risks have increased. As anticipated, private domestic demand in the United States is picking up slowly, while growth in emerging market economies has begun to ease to a more sustainable, but still robust, pace. In Europe, recent data have been consistent with a modest recovery. At the same time, there is an increased risk that sovereign debt concerns in several countries could trigger renewed strains in global financial markets. The recovery in Canada is proceeding at a moderate pace, although economic activity in the second half of 2010 appears slightly weaker than the Bank projected in its October Monetary Policy Report . In the third quarter, household spending was stronger than the Bank had anticipated and growth in business investment was robust. However, net exports were weaker than projected and continued to exert a significant drag on growth. This underlines a previously identified risk that a combination of disappointing productivity performance and persistent strength in the Canadian dollar could dampen the expected recovery of net exports. Inflation dynamics in Canada have been broadly in line with the Bank's expectations and the underlying pressures affecting prices remain largely unchanged. Reflecting all of these factors, the Bank has decided to maintain the target for the overnight rate at 1 per cent. This leaves considerable monetary stimulus in place, consistent with achieving the 2 per cent inflation target in an environment of significant excess supply in Canada. Any further reduction in monetary policy stimulus would need to be carefully considered."
2011-01-18,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent. The global economic recovery is proceeding at a somewhat faster pace than the Bank had anticipated, although risks remain elevated. Private domestic demand in the United States has picked up and will be reinforced by recently announced monetary and fiscal stimulus. European growth has also been slightly stronger than anticipated. Ongoing challenges associated with sovereign and bank balance sheets will limit the pace of the European recovery and are a significant source of uncertainty to the global outlook. In response to overheating, some emerging markets have begun to implement more restrictive policy measures. Their effectiveness will influence the path of commodity prices, which have increased significantly since the October Monetary Policy Report MPR , largely reflecting stronger global growth. The recovery in Canada is proceeding broadly as anticipated, with a period of more modest growth and the beginning of the expected rebalancing of demand. The contribution of government spending is expected to wind down this year, consistent with announced fiscal plans. Stretched household balance sheets are expected to restrain the pace of consumption growth and residential investment. In contrast, business investment will likely continue to rebound strongly, owing to stimulative financial conditions and competitive imperatives. Net exports are projected to contribute more to growth going forward, supported by stronger U.S. activity and global demand for commodities. However, the cumulative effects of the persistent strength in the Canadian dollar and Canada s poor relative productivity performance are restraining this recovery in net exports and contributing to a widening of Canada s current account deficit to a 20 year high. Overall, the Bank projects the economy will expand by 2.4 per cent in 2011 and 2.8 per cent in 2012 a slightly firmer profile than had been anticipated in the October MPR. With a little more excess supply in the near term, the Bank continues to expect that the economy will return to full capacity by the end of 2012. Underlying pressures affecting prices remain subdued, reflecting the considerable slack in the Canadian economy. Core inflation is projected to edge gradually up to 2 per cent by the end of 2012, as excess supply in the economy is slowly absorbed. Inflation expectations remain well anchored. Total CPI inflation is being boosted temporarily by the effects of provincial indirect taxes, but is expected to converge to the 2 per cent target by the end of 2012. Reflecting all of these factors, the Bank has decided to maintain the target for the overnight rate at 1 per cent. This leaves considerable monetary stimulus in place, consistent with achieving the 2 per cent inflation target in an environment of significant excess supply in Canada. Any further reduction in monetary policy stimulus would need to be carefully considered."
2011-03-01,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent. The global economic recovery is proceeding broadly in line with the Bank s projection in its January Monetary Policy Report MPR , although risks remain elevated. U.S. activity is solidifying and remains supported by stimulative fiscal and monetary policies. Ongoing challenges associated with sovereign and bank balance sheets will limit the pace of the European recovery and are a significant source of uncertainty to the global outlook. Robust demand from emerging market economies is driving the underlying strength in commodity prices, which could be further reinforced temporarily by supply shocks arising from recent geopolitical events. The recovery in Canada is proceeding slightly faster than expected, and there is more evidence of the anticipated rebalancing of demand. While consumption growth remains strong, there are signs that household spending is moving more in line with the growth in household incomes. Business investment continues to expand rapidly as companies take advantage of stimulative financial conditions and respond to competitive imperatives. There is early evidence of a recovery in net exports, supported by stronger U.S. activity and global demand for commodities. However, the export sector continues to face considerable challenges from the cumulative effects of the persistent strength in the Canadian dollar and Canada s poor relative productivity performance. While global inflationary pressures are rising, inflation in Canada has been consistent with the Bank's expectations. Underlying pressures affecting prices remain subdued, reflecting the considerable slack in the economy. Reflecting all of these factors, the Bank has decided to maintain the target for the overnight rate at 1 per cent. This leaves considerable monetary stimulus in place, consistent with achieving the 2 per cent inflation target in an environment of significant excess supply in Canada. Any further reduction in monetary policy stimulus would need to be carefully considered."
2011-04-12,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent. As anticipated in the January Monetary Policy Report MPR , the global economic recovery is becoming more firmly entrenched and is expected to continue at a steady pace. In the United States, growth is solidifying, although consolidation of household and ultimately government balance sheets will limit the pace of the expansion. European growth has strengthened, despite ongoing sovereign debt and banking challenges in the periphery. The disasters that struck Japan in March will severely affect its economic activity in the first half of this year and create short term disruptions to supply chains in advanced economies. Robust demand from emerging market economies is driving the underlying strength in commodity prices, which is being further reinforced by supply shocks arising from recent geopolitical events. These price increases, combined with persistent excess demand conditions in major emerging market economies, are contributing to the emergence of broader global inflationary pressures. Despite the significant challenges that weigh on the global outlook, global financial conditions remain very stimulative and investors have become noticeably less risk averse. Although recent economic activity in Canada has been stronger than the Bank had anticipated, the profile is largely consistent with the underlying dynamics outlined in the January MPR. Aggregate demand is rebalancing toward business investment and net exports, and away from government and household expenditures. As in January, the Bank expects business investment to continue to rise rapidly and the growth of consumer spending to evolve broadly in line with that of personal disposable income, although higher terms of trade and wealth are likely to support a slightly stronger profile for household expenditures than previously projected. In contrast, the improvement in net exports is expected to be further restrained by ongoing competitiveness challenges, which have been reinforced by the recent strength of the Canadian dollar. Overall, the Bank projects that the economy will expand by 2.9 per cent in 2011 and 2.6 per cent in 2012. Growth in 2013 is expected to equal that of potential output, at 2.1 per cent. The Bank expects that the economy will return to capacity in the middle of 2012, two quarters earlier than had been projected in the January MPR. While underlying inflation is subdued, a number of temporary factors will boost total CPI inflation to around 3 per cent in the second quarter of 2011 before total CPI inflation converges to the 2 per cent target by the middle of 2012. This short term volatility reflects the impact of recent sharp increases in energy prices and the ongoing boost from changes in provincial indirect taxes. Core inflation has fallen further in recent months, in part due to temporary factors. It is expected to rise gradually to 2 per cent by the middle of 2012 as excess supply in the economy is slowly absorbed, labour compensation growth stays modest, productivity recovers and inflation expectations remain well anchored. The persistent strength of the Canadian dollar could create even greater headwinds for the Canadian economy, putting additional downward pressure on inflation through weaker than expected net exports and larger declines in import prices. Reflecting all of these factors, the Bank has decided to maintain the target for the overnight rate at 1 per cent. This leaves considerable monetary stimulus in place, consistent with achieving the 2 per cent inflation target in an environment of material excess supply in Canada. Any further reduction in monetary policy stimulus would need to be carefully considered."
2011-05-31,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent. The global economic recovery is proceeding broadly as expected in the Bank s April Monetary Policy Report MPR . The U.S. economy continues to grow at a modest pace, limited by the consolidation of household balance sheets. Growth in Europe is maintaining momentum, although the risks related to peripheral economies have increased. The disasters that struck Japan in March are severely affecting its economic activity and causing temporary supply chain disruptions in advanced economies. Commodity prices have declined recently but are expected to remain at elevated levels, supported by tight global supply and very strong demand from emerging markets. These high prices, combined with persistent excess demand conditions in major emerging market economies, are contributing to broader global inflationary pressures. Despite the challenges that weigh on the global outlook, financial conditions remain very stimulative. In Canada, the economic expansion is proceeding largely as expected in the April MPR. The economy grew at an annual rate of 3.9 per cent in the first quarter, reflecting continued strong business investment, smaller contributions from household and government spending, and a modest drag from net exports. Although temporary supply chain disruptions are expected to restrain growth sharply in the current quarter, this is expected to be unwound in subsequent quarters. While underlying inflation is relatively subdued, the Bank expects that high energy prices and changes in provincial indirect taxes will keep total CPI inflation above 3 per cent in the short term. Total CPI inflation is expected to converge with core inflation at 2 per cent by the middle of 2012 as excess supply in the economy is gradually absorbed, labour compensation growth stays modest, productivity recovers and inflation expectations remain well anchored. The possibility of greater momentum in household borrowing and spending in Canada represents an upside risk to inflation. On the other hand, the persistent strength of the Canadian dollar could create even greater headwinds for the Canadian economy, putting additional downward pressure on inflation through weaker than expected net exports and larger declines in import prices. Reflecting all of these factors, the Bank has decided to maintain the target for the overnight rate at 1 per cent. To the extent that the expansion continues and the current material excess supply in the economy is gradually absorbed, some of the considerable monetary policy stimulus currently in place will be eventually withdrawn, consistent with achieving the 2 per cent inflation target. Such reduction would need to be carefully considered."
2011-07-19,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent. The global economic expansion is proceeding broadly as projected in the Bank s April Monetary Policy Report MPR , with modest growth in major advanced economies and robust expansions in emerging economies. The U.S. economy has grown at a slower pace than expected and continues to be restrained by the consolidation of household balance sheets and slow growth in employment. While growth in core Europe has been stronger than expected, necessary fiscal austerity measures in a number of countries will restrain growth over the projection horizon. The Japanese economy has begun to recover from the disasters that struck in March, although the level of economic activity in that country will remain below previous expectations. In contrast, growth in emerging market economies, particularly China, remains very strong. As a consequence, commodity prices are expected to remain at elevated levels, following recent declines. These high prices, combined with persistent excess demand in major emerging market economies, are contributing to broader global inflationary pressures. Widespread concerns over sovereign debt have increased risk aversion and volatility in financial markets. In Canada, the economic expansion is proceeding largely as projected, although the expected rotation of demand is somewhat slower than had been anticipated. Household spending remains solid and business investment robust. Net exports remain weak, reflecting modest U.S. demand and ongoing competitiveness challenges, particularly the persistent strength of the Canadian dollar. Despite increased global risk aversion, financial conditions in Canada remain very stimulative and private credit growth is strong. Following an anticipated slowdown in growth during the second quarter due to temporary supply chain disruptions and the impact of higher energy prices on consumption, the Bank expects growth in Canada to re accelerate in the second half of 2011. Over the projection horizon, business investment is expected to remain strong, household spending to grow more in line with disposable income, and net exports to become more supportive of growth. Relative to the April projection, growth in household spending is now projected to be slightly firmer, reflecting higher household income, and net exports to be slightly weaker, reflecting more subdued U.S. activity. Overall, the Bank projects the economy will expand by 2.8 per cent in 2011, 2.6 per cent in 2012, and 2.1 per cent in 2013, returning to capacity in the middle of 2012. Total CPI inflation is expected to remain above 3 per cent in the near term, largely reflecting temporary factors such as significantly higher food and energy prices. Core inflation is slightly firmer than anticipated, owing to temporary factors and to more persistent strength in the prices of some services. Core inflation is now expected to remain around 2 per cent over the projection horizon. Total CPI inflation is expected to return to the 2 per cent target by the middle of 2012 as temporary factors unwind, excess supply in the economy is gradually absorbed, labour compensation growth stays modest, productivity recovers, and inflation expectations remain well anchored. The Bank s projection assumes that authorities are able to contain the ongoing European sovereign debt crisis, although there are clear risks around this outcome. Reflecting all of these factors, the Bank has decided to maintain the target for the overnight rate at 1 per cent. To the extent that the expansion continues and the current material excess supply in the economy is gradually absorbed, some of the considerable monetary policy stimulus currently in place will be withdrawn, consistent with achieving the 2 per cent inflation target. Such reduction would need to be carefully considered."
2011-09-07,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent. The global economic outlook has deteriorated in recent weeks as several downside risks to the projection in the Bank s July Monetary Policy Report MPR have been realized. The European sovereign debt crisis has intensified, a broad range of data has signalled slower global growth, and financial market volatility has increased sharply. Recent benchmark revisions show that the U.S. recession was deeper and its recovery has been shallower than previously reported. In combination with recent economic data, this implies that U.S. growth will be weaker than previously anticipated. The Bank expects that American household spending will be even more subdued in the face of high personal debt burdens, large declines in wealth and tough labour market conditions. Fiscal stimulus in the United States will also soon turn into material fiscal drag. Acute fiscal and financial strains in Europe have triggered a generalized retrenchment from risk taking and could prompt more severe dislocations in global financial markets. Resolution of these strains will require additional significant initiatives by European authorities. Growth in emerging market economies has been robust, although its rate and composition will be affected by weakness in major advanced economies. While commodity prices have declined owing to diminished global growth prospects, they remain relatively high. Largely due to temporary factors, Canadian economic growth stalled in the second quarter. The Bank continues to expect that growth will resume in the second half of this year, led by business investment and household expenditures, although lower wealth and incomes will likely moderate the pace of investment and consumption growth. The supply and price of credit to businesses and households remain very stimulative. However, financial conditions in Canada have tightened somewhat and could tighten further in the event that global financial conditions continue to deteriorate. Net exports are now expected to remain a major source of weakness, reflecting more modest global demand and ongoing competitiveness challenges, in particular the persistent strength of the Canadian dollar. Slower global economic momentum will dampen domestic resource utilization and inflationary pressures. The Bank expects total CPI inflation to continue to moderate as temporary factors, such as significantly higher food and energy prices, unwind. Core inflation is expected to remain well contained as labour compensation growth stays modest, productivity recovers, and inflation expectations remain well anchored. Reflecting all of these factors, the Bank has decided to maintain the target for the overnight rate at 1 per cent. In light of slowing global economic momentum and heightened financial uncertainty, the need to withdraw monetary policy stimulus has diminished. The Bank will continue to monitor carefully economic and financial developments in the Canadian and global economies, together with the evolution of risks, and set monetary policy consistent with achieving the 2 per cent inflation target over the medium term."
2011-10-25,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent. The global economy has slowed markedly as several downside risks to the projection outlined in the Bank s July Monetary Policy Report MPR have been realized. Financial market volatility has increased and there has been a generalized retrenchment from risk taking across global markets. The combination of ongoing deleveraging by banks and households, increased fiscal austerity and declining business and consumer confidence is expected to restrain growth across the advanced economies. The Bank now expects that the euro area where these dynamics are most acute will experience a brief recession. The Bank s base case scenario assumes that the euro area crisis will be contained, although this assumption is clearly subject to downside risks. In the United States, diminished household confidence, tighter financial conditions and increased fiscal drag are expected to result in weak real GDP growth through the first half of 2012, before growth strengthens gradually thereafter. In Japan, reconstruction activity is projected to boost growth over 2012 13, although Japan s economy will be constrained by reduced global activity and the sharp appreciation of the yen. Growth in China and other emerging market economies is projected to moderate to a more sustainable pace in response to weaker external demand and the lagged effects of past policy tightening. These developments, combined with recent declines in commodity prices, are expected to dampen global inflationary pressures. The outlook for the Canadian economy has weakened since July, with the significantly less favourable external environment affecting Canada through financial, confidence and trade channels. Although Canadian growth rebounded in the third quarter with the unwinding of temporary factors, underlying economic momentum has slowed and is expected to remain modest through the middle of next year. Domestic demand is expected to remain the principal driver of growth over the projection horizon, though at a more subdued pace than previously anticipated. Household expenditures are now projected to grow relatively modestly as lower commodity prices and heightened volatility in financial markets weigh on the incomes, wealth and confidence of Canadian households. Business fixed investment is still expected to grow solidly in response to very stimulative financial conditions and heightened competitive pressures, although it will be dampened by the weaker and more uncertain global economic environment. Net exports are expected to remain a source of weakness, owing to sluggish foreign demand and ongoing competitiveness challenges, including the persistent strength of the Canadian dollar. Overall, the Bank expects that growth in Canada will be slow through mid 2012 before picking up as the global economic environment improves, uncertainty dissipates and confidence increases. The Bank projects that the economy will expand by 2.1 per cent in 2011, 1.9 per cent in 2012, and 2.9 per cent in 2013. The weaker economic outlook implies greater and more persistent economic slack than previously anticipated, with the Canadian economy now expected to return to full capacity by the end of 2013. As a result, core inflation is expected to be slightly softer than previously expected, declining through 2012 before returning to 2 percent by the end of 2013. The projection for total CPI inflation has also been revised down, reflecting the recent reversal of earlier sharp increases in world energy prices as well as modestly weaker core inflation. Total CPI inflation is expected to trough around 1 per cent by the middle of 2012 before rising with core inflation to the two per cent target by the end of 2013, as excess supply in the economy is slowly absorbed. Several significant upside and downside risks are present in the inflation outlook for Canada. Overall, the Bank judges that these risks are roughly balanced over the projection horizon. Reflecting all of these factors, the Bank has decided to maintain the target for the overnight rate at 1 per cent. With the target interest rate near historic lows and the financial system functioning well, there is considerable monetary policy stimulus in Canada. The Bank will continue to monitor carefully economic and financial developments in the Canadian and global economies, together with the evolution of risks, and set monetary policy consistent with achieving the 2 per cent inflation target over the medium term."
2011-12-06,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent. Uncertainty around the global economic outlook has increased in the weeks since the Bank released its October Monetary Policy Report MPR . Conditions in global financial markets have deteriorated as the sovereign debt crisis in Europe has deepened. Additional measures will be required to contain the European crisis. The recession in Europe is now expected to be more pronounced than the Bank had anticipated in October, as a result of increased deleveraging and tighter financial conditions, as well as necessary fiscal austerity and structural reforms. Recent economic data suggest that growth in the United States has been slightly more robust than anticipated, largely as a result of continued vigour in consumer spending and business investment. Nonetheless, household deleveraging, fiscal consolidation and negative spillover effects from the European crisis are all expected to weigh on U.S. growth. Growth in China and other emerging market economies continues to be strong, although there are signs that it is moderating to a more sustainable pace in response to weaker external demand and the lagged effects of past policy tightening. On balance, recent economic indicators in Canada suggest that growth in the second half of this year is slightly stronger than the Bank projected in October. Household expenditures have more momentum than had been expected and business investment remains solid. Going forward, the weaker external outlook is expected to dampen GDP growth in Canada through financial, confidence and trade channels. The economy also continues to face competitiveness challenges, including the persistent strength of the Canadian dollar. Although total CPI inflation has been slightly higher than projected, the Bank continues to expect the inflation rate to decline as a result of reduced pressures from food and energy prices and ongoing excess supply in the economy. Core inflation has also been slightly firmer than projected and is expected to ease as the output gap persists well into 2013. Reflecting all of these factors, the Bank has decided to maintain the target for the overnight rate at 1 per cent. With the target interest rate near historic lows and the financial system functioning well, there is considerable monetary policy stimulus in Canada. The Bank will continue to monitor carefully economic and financial developments in the Canadian and global economies, together with the evolution of risks, and set monetary policy consistent with achieving the 2 per cent inflation target over the medium term."
2012-01-17,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent. The outlook for the global economy has deteriorated and uncertainty has increased since the Bank released its October Monetary Policy Report MPR . The sovereign debt crisis in Europe has intensified, conditions in international financial markets have tightened and risk aversion has risen. The recession in Europe is now expected to be deeper and longer than the Bank had anticipated in October. The Bank continues to assume that European authorities will implement sufficient measures to contain the crisis, although this assumption is clearly subject to downside risks. In the United States, while the rebound in real GDP during the second half of 2011 was stronger than anticipated, the Bank expects the U.S. recovery will proceed at a more modest pace going forward, owing to ongoing household deleveraging, fiscal consolidation and the spillovers from Europe. Chinese growth is decelerating as expected towards a more sustainable pace. Commodity prices with the exception of oil are expected to be below the levels anticipated in the October MPR through 2013. The Bank s overall outlook for the Canadian economy is little changed from the October MPR. While the economy had more momentum than anticipated in the second half of 2011, the pace of growth going forward is expected to be more modest than previously envisaged, largely due to the external environment. Prolonged uncertainty about the global economic and financial environment is likely to dampen the rate of growth of business investment, albeit to a still solid pace. Net exports are expected to contribute little to growth, reflecting moderate foreign demand and ongoing competitiveness challenges, including the persistent strength of the Canadian dollar. In contrast, very favourable financing conditions are expected to buttress consumer spending and housing activity. Household expenditures are expected to remain high relative to GDP and the ratio of household debt to income is projected to rise further. The Bank estimates that the economy grew by 2.4 per cent in 2011 and projects that it will grow by 2.0 per cent in 2012 and 2.8 per cent in 2013. While the economy appears to be operating with less slack than previously assumed, given the more modest growth profile, the economy is only anticipated to return to full capacity by the third quarter of 2013, one quarter earlier than was expected in October. The dynamics for inflation are similar to those anticipated in the October MPR, although the profile for inflation is marginally firmer. Both total and core inflation are expected to moderate in 2012 and subsequently rise, reaching 2 per cent by the third quarter of 2013 as excess supply is slowly absorbed, labour compensation grows modestly and inflation expectations remain well anchored. Several significant upside and downside risks are present in the inflation outlook for Canada. Overall, the Bank judges that these risks are roughly balanced over the projection horizon. Reflecting all of these factors, the Bank has decided to maintain the target for the overnight rate at 1 per cent. With the target interest rate near historic lows and the financial system functioning well, there is considerable monetary policy stimulus in Canada. The Bank will continue to monitor carefully economic and financial developments in the Canadian and global economies, together with the evolution of risks, and set monetary policy consistent with achieving the 2 per cent inflation target over the medium term."
2012-03-08,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent. The heightened uncertainty around the global economic outlook has decreased in the weeks since the Bank released its January Monetary Policy Report MPR . With tentative signs of stabilisation in European bank funding and sovereign debt markets, conditions in global financial markets have improved and risk aversion has decreased. However, the global economy is still expected to grow below its trend rate as the deleveraging process in advanced economies proceeds. The U.S. expansion is proceeding at a modest pace, reinforced by recent improvements in the labour market. Growth in China is moderating to a still high rate as expected, in response to past policy tightening and weaker external demand. Commodity prices are higher than anticipated, supported by improved global economic conditions and a geo political risk premium on oil. If sustained, the latter could ultimately dampen the improvement in global economic momentum. Recent developments suggest that the outlook for the Canadian economy is marginally improved from the January MPR. Although the economy will likely grow faster than forecast in the first quarter due to temporary factors, underlying economic momentum remains around trend, balancing domestic strength and external weakness. Private demand is now expected to be slightly stronger than projected, owing to improved sentiment and highly supportive financial conditions. Canadian household spending is expected to remain high relative to GDP as households add to their debt burden, which remains the biggest domestic risk. Net exports have been supported by stronger than anticipated U.S. activity but are expected to contribute little to growth, reflecting still moderate foreign demand and ongoing competitiveness challenges, including the persistent strength of the Canadian dollar. The profile for core and total CPI inflation is somewhat firmer than previously anticipated as a result of reduced economic slack and higher oil prices. After moderating in the second quarter, total inflation is expected, along with core inflation, to be around 2 per cent over the forecast horizon, reflecting the combination of modest growth of labour compensation, an economy operating around its potential over time, and well anchored inflation expectations. Reflecting all of these factors, the Bank has decided to maintain the target for the overnight rate at 1 per cent. With the target interest rate near historic lows and the financial system functioning well, there is considerable monetary policy stimulus in Canada. The Bank will continue to monitor carefully economic and financial developments in the Canadian and global economies, together with the evolution of risks, and set monetary policy consistent with achieving the 2 per cent inflation target over the medium term."
2012-04-17,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent. The profile for global economic growth has improved since the Bank released its January Monetary Policy Report MPR . Europe is expected to emerge slowly from recession in the second half of 2012, although the risks around this outlook remain high. The profile for U.S. growth is slightly stronger, reflecting the balance of somewhat improved labour markets, financial conditions and confidence on the one hand, and emerging fiscal consolidation and ongoing household deleveraging on the other. Economic activity in emerging market economies is expected to moderate to a still robust pace over the projection horizon, supported by an easing of macroeconomic policies. Improved global economic prospects, supply disruptions and geopolitical risks have kept commodity prices elevated. In particular, the international price of oil has risen further and is now considerably higher than that received by Canadian producers. If sustained, these oil price developments could dampen the improvement in economic momentum. Overall, economic momentum in Canada is slightly firmer than the Bank had expected in January. The external headwinds facing Canada have abated somewhat, with the U.S. recovery more resilient and financial conditions more supportive than previously anticipated. As a result, business and household confidence are improving faster than forecast in January. The Bank projects that private domestic demand will account for almost all of Canada s economic growth over the projection horizon. Household spending is expected to remain high relative to GDP as households add to their debt burden, which remains the biggest domestic risk. Business investment is projected to remain robust, reflecting solid balance sheets, very favourable credit conditions, continuing strong terms of trade and heightened competitive pressures. The contribution of government spending to growth is expected to be quite modest over the projection horizon, in line with recent federal and provincial budgets. The recovery in net exports is likely to remain weak in light of modest external demand and ongoing competitiveness challenges, including the persistent strength of the Canadian dollar. The Bank projects that the economy will grow by 2.4 per cent in both 2012 and 2013 before moderating to 2.2 per cent in 2014. The degree of economic slack has been somewhat smaller than the Bank had anticipated in January, and the economy is now expected to return to full capacity in the first half of 2013. As a result of this reduced slack and higher gasoline prices, the profile for inflation is expected to be somewhat firmer than anticipated in January. After moderating this quarter, total CPI inflation is expected, along with core inflation, to be around 2 per cent over the balance of the projection horizon as the economy reaches its production potential, the growth of labour compensation remains moderate, and inflation expectations stay well anchored. Reflecting all of these factors, the Bank has decided to maintain the target for the overnight rate at 1 per cent. In light of the reduced slack in the economy and firmer underlying inflation, some modest withdrawal of the present considerable monetary policy stimulus may become appropriate, consistent with achieving the 2 per cent inflation target over the medium term. The timing and degree of any such withdrawal will be weighed carefully against domestic and global economic developments."
