Date,Statement
2009/10/8,"At today¡¯s meeting, which was held in Venice, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2009/9/3,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2009/8/6,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2009/7/2,"At today¡¯s meeting, which was held in Luxembourg, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2009/6/4,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2009/5/7,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:                 The interest rate on the main refinancing operations of the Eurosystem will be decreased by 25 basis points to 1.00%, starting from the operation to be settled on 13 May 2009.        The interest rate on the marginal lending facility will be decreased by 50 basis points to 1.75%, with effect from 13 May 2009.        The interest rate on the deposit facility will remain unchanged at 0.25%.                 The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2009/4/2,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:                 The interest rate on the main refinancing operations of the Eurosystem will be decreased by 25 basis points to 1.25%, starting from the operation to be settled on 8 April 2009.        The interest rate on the marginal lending facility will be decreased by 25 basis points to 2.25%, with effect from 8 April 2009.        The interest rate on the deposit facility will be decreased by 25 basis points to 0.25%, with effect from 8 April 2009.                 The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2009/3/5,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:                 The interest rate on the main refinancing operations of the Eurosystem will be decreased by 50 basis points to 1.50%, starting from the operation to be settled on 11 March 2009.        The interest rate on the marginal lending facility will be decreased by 50 basis points to 2.50%, with effect from 11 March 2009.        The interest rate on the deposit facility will be decreased by 50 basis points to 0.50%, with effect from 11 March 2009.                 The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2009/2/5,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2009/1/15,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:                 The interest rate on the main refinancing operations of the Eurosystem will be decreased by 50 basis points to 2.00%, starting from the operation to be settled on 21 January 2009.        The interest rate on the marginal lending facility will be set at 3.00%, with effect from 21 January 2009.        The interest rate on the deposit facility will be set at 1.00%, with effect from 21 January 2009.                 These decisions are in accordance with the Governing Council¡¯s decision on 18 December 2008 to restore the width of the corridor of standing facility rates around the interest rate on the main refinancing operation to 200 basis points.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2010/12/2,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2010/11/4,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2010/10/7,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2010/9/2,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2010/8/5,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2010/7/8,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2010/6/10,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2010/5/6,"At today¡¯s meeting, which was held in Lisbon, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2010/4/8,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2010/3/4,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2010/2/4,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2010/1/14,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2011/12/8,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:          The interest rate on the main refinancing operations of the Eurosystem will be decreased by 25 basis points to 1.00%, starting from the operation to be settled on 14 December 2011.      The interest rate on the marginal lending facility will be decreased by 25 basis points to 1.75%, with effect from 14 December 2011.       The interest rate on the deposit facility will be decreased by 25 basis points to 0.25%, with effect from 14 December 2011.           The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2011/11/3,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:          The interest rate on the main refinancing operations of the Eurosystem will be decreased by 25 basis points to 1.25%, starting from the operation to be settled on 9 November 2011.      The interest rate on the marginal lending facility will be decreased by 25 basis points to 2.00%, with effect from 9 November 2011.      The interest rate on the deposit facility will be decreased by 25 basis points to 0.50%, with effect from 9 November 2011.           The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2011/10/6,"At today¡¯s meeting, which was held in Berlin, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.50%, 2.25% and 0.75% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2011/9/8,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.50%, 2.25% and 0.75% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2011/8/4,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.50%, 2.25% and 0.75% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2011/7/7,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:          The interest rate on the main refinancing operations of the Eurosystem will be increased by 25 basis points to 1.50%, starting from the operation to be settled on 13 July 2011.      The interest rate on the marginal lending facility will be increased by 25 basis points to 2.25%, with effect from 13 July 2011.      The interest rate on the deposit facility will be increased by 25 basis points to 0.75%, with effect from 13 July 2011.           The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2011/6/9,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.25%, 2.00% and 0.50% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2011/5/5,"At today¡¯s meeting, which was held in Helsinki, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.25%, 2.00% and 0.50% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2011/4/7,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:          The interest rate on the main refinancing operations of the Eurosystem will be increased by 25 basis points to 1.25%, starting from the operation to be settled on 13 April 2011.      The interest rate on the marginal lending facility will be increased by 25 basis points to 2.00%, with effect from 13 April 2011.      The interest rate on the deposit facility will be increased by 25 basis points to 0.50%, with effect from 13 April 2011.           The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2011/3/3,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2011/2/3,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2011/1/13,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2012/12/6,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2012/11/8,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2012/10/4,"At today¡¯s meeting, which was held in Brdo pri Kranju, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2012/9/6,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively."
2012/8/2,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2012/7/5,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:          The interest rate on the main refinancing operations of the Eurosystem will be decreased by 25 basis points to 0.75%, starting from the operation to be settled on 11 July 2012.      The interest rate on the marginal lending facility will be decreased by 25 basis points to 1.50%, with effect from 11 July 2012.       The interest rate on the deposit facility will be decreased by 25 basis points to 0.00%, with effect from 11 July 2012.           The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2012/6/6,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2012/5/3,"At today¡¯s meeting, which was held in Barcelona, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2012/4/4,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2012/3/8,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2012/2/9,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2012/1/12,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2013/12/5,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2013/11/7,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:            The interest rate on the main refinancing operations of the Eurosystem will be decreased by 25 basis points to 0.25%, starting from the operation to be settled on 13 November 2013.       The interest rate on the marginal lending facility will be decreased by 25 basis points to 0.75%, with effect from 13 November 2013.        The interest rate on the deposit facility will remain unchanged at 0.00%.            The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2013/10/2,"At today¡¯s meeting, which was held in Paris, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2013/9/5,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2013/8/1,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2013/7/4,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2013/6/6,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2013/5/2,"At today¡¯s meeting, which was held in Bratislava, the Governing Council of the ECB took the following monetary policy decisions:          The interest rate on the main refinancing operations of the Eurosystem will be decreased by 25 basis points to 0.50%, starting from the operation to be settled on 8 May 2013.      The interest rate on the marginal lending facility will be decreased by 50 basis points to 1.00%, with effect from 8 May 2013.       The interest rate on the deposit facility will remain unchanged at 0.00%.           The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2013/4/4,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2013/3/7,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2013/2/7,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2013/1/10,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014/12/4,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014/11/6,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014/10/2,"At today¡¯s meeting, which was held in Naples, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014/9/4,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:            The interest rate on the main refinancing operations of the Eurosystem will be decreased by 10 basis points to 0.05%, starting from the operation to be settled on 10 September 2014.       The interest rate on the marginal lending facility will be decreased by 10 basis points to 0.30%, with effect from 10 September 2014.        The interest rate on the deposit facility will be decreased by 10 basis points to -0.20%, with effect from 10 September 2014.            The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014/8/7,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.15%, 0.40% and -0.10% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014/7/3,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.15%, 0.40% and -0.10% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014/6/5,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:            The interest rate on the main refinancing operations of the Eurosystem will be decreased by 10 basis points to 0.15%, starting from the operation to be settled on 11 June 2014.       The interest rate on the marginal lending facility will be decreased by 35 basis points to 0.40%, with effect from 11 June 2014.        The interest rate on the deposit facility will be decreased by 10 basis points to -0.10%, with effect from 11 June 2014. A separate press release to be published at 3.30 p.m. CET today will provide details on the implementation of the negative deposit facility rate.            The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Further monetary policy measures to enhance the functioning of the monetary policy transmission mechanism will be communicated in a press release to be published at 3.30 p.m. CET today."
2014/5/8,"At today¡¯s meeting, which was held in Brussels, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014/4/3,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014/3/6,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014/2/6,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014/1/9,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2015/12/3,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the deposit facility will be decreased by 10?basis points to -0.30%, with effect from 9 December?2015.  The interest rate on the main refinancing operations and the interest rate on the marginal lending facility will remain unchanged at 0.05% and 0.30% respectively.   Further monetary policy measures will be communicated by the President of the ECB at a press conference starting at 14:30 CET today."
2015/10/22,"At today¡¯s meeting, which was held in Malta, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.  The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2015/9/3,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.  The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2015/7/16,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.  The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14.30 CET today."
2015/6/3,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.  The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14.30 CET today."
2015/4/15,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14.30 CET today."
2015/3/5,"At today¡¯s meeting, which was held in Nicosia, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2015/1/22,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.     Further monetary policy measures will be communicated by the President of the ECB at a press conference starting at 2.30 p.m. CET today."
2016/12/8,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at present or lower levels for an extended period of time, and well past the horizon of the net asset purchases.  Regarding non-standard monetary policy measures, the Governing Council decided to continue its purchases under the asset purchase programme (APP) at the current monthly pace of ?80 billion until the end of March 2017. From April 2017, the net asset purchases are intended to continue at a monthly pace of ?60 billion until the end of December 2017, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. If, in the meantime, the outlook becomes less favourable or if financial conditions become inconsistent with further progress towards a sustained adjustment of the path of inflation, the Governing Council intends to increase the programme in terms of size and/or duration. The net purchases will be made alongside reinvestments of the principal payments from maturing securities purchased under the APP.  To ensure the continued smooth implementation of the Eurosystem¡¯s asset purchases, the Governing Council decided to change some of the parameters of the APP, which will be communicated at today¡¯s press conference and in a separate press release.  The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2016/10/20,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at present or lower levels for an extended period of time, and well past the horizon of the net asset purchases.  Regarding non-standard monetary policy measures, the Governing Council confirms that the monthly asset purchases of ?80 billion are intended to run until the end of March 2017, or beyond, if necessary, and in any case until it sees a sustained adjustment in the path of inflation consistent with its inflation aim.  The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2016/9/8,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at present or lower levels for an extended period of time, and well past the horizon of the net asset purchases.  Regarding non-standard monetary policy measures, the Governing Council confirms that the monthly asset purchases of ?80 billion are intended to run until the end of March 2017, or beyond, if necessary, and in any case until it sees a sustained adjustment in the path of inflation consistent with its inflation aim.  The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2016/7/21,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at present or lower levels for an extended period of time, and well past the horizon of the net asset purchases.  Regarding non-standard monetary policy measures, the Governing Council confirms that the monthly asset purchases of ?80 billion are intended to run until the end of March 2017, or beyond, if necessary, and in any case until it sees a sustained adjustment in the path of inflation consistent with its inflation aim.  The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
